,excerpt_and_book
"""Cat, can you magnify that thing it's holding?” asked Max. “No problem.” Cat activated her watch “Zooming in on it now.” “Hey, it’s the whales!” Ant yelled, as the picture appeared on Cat's watch. ""And they're inside some sort of globe. They've been shrunk to micro-size."" “Weird!” said Tiger. ""How and why have they been put into that silly globe?” “'(d like to know that myself,"" Max replied ""But first things first. We have to save the whales. Hang on to your seats!” Team X",2
Ant finished the note. “Carnivore!” read Tiger in alarm. He turned and stared up into Sydney's open mouth. He looked at Sydney's sharp pincers. “Help!” he yelled. Attack of the centepede,2
"They watch and wait, Not saying a word, Until the sound Of the oars is heard, ‘They are stacked in the cave And hidden away Till i's safe to move them Another day. ‘Then, quickly, they hurry ‘Across the sand, The barrels are passed From hand to hand, ‘Then, back to their beds Six shadows glide, While the boats slips away On the outgoing tide, John FosterPirate Poems pg16/171_right.png",2
"I'm the boss! Some creatures are social. This means they live together in ‘groups. For example, ants live in big nests, elephants live in herds, and there are flocks of birds and swarmis of insects Animal groups often have a leader ~ the dominant member of the group. This can cause conflict because sometimes others in the group want to be the leader instead. If they cannot beat the leader, they might fight others to be second or third in charge. “These to male elephant seals are fighting to see who will be i chargeAnimal Conflicts pg32/9_left.png",2
"""| AM A HUGE AND HORRIBLE BEAST,” came the voice again. ""Well, so am I,"" said Zé. There was a moment's silence. ""WHAT?"" came the voice ""I said, SO AM I,"" said Zé. ""Now keep your voice down. I'm trying to get some sleep.” 20The huge and horrible beast and other stories pg64/2018_left.png",2
"They could hear a man talking softly. ‘The voice seemed a long way off. Jack went to shout, but Harry clamped his hand over Jack’s mouth. ‘Don’t shout,’ he hissed. ‘We'll be blown to pieces.” The soft voice came nearer and nearer. Suddenly, an army captain appeared at the top of the crater. He was talking into a mouthpiece strapped round his neck. He stopped talking when he saw the boys, and blinked several times, “What the ... ' he said. ‘Who are you?” he asked softly. Harry found his voice. Brown,"" he croaked. ‘ds that dog dead?’ asked the captain. ‘No, he's drunk,’ said Harry. The captain blinked again, and passed a tired hand over his face. A squawking voice came from a box on his shoulder. ‘k and HarryAir raid/29_left.png",2
"Mission: Asia Liam strides down the steep path that leads to ‘the river. Mark lags behind. He is not used to the heat and is already feeling hot and tired. “Are we going to swim across?” he asks, as ‘they turn a comer and see the river sparkling below them: “What do you think?"" Liam says, pointing at the river bank, Several large crocodiles are basking in the sun. “OK, perhaps not,” says Mark. ""But how are we going to get to the other side?” Liam consults the map. “There's a ferry further along the bank,” he says. Mark doesn't move. “It's not far,"" says Liam It isn't the distance that worries Mark. ""What about the crocodiles?"" he says. ""Didn't you read Dad's book?"" asks Liam. “Only some of it,” Mark admits, sheepishly. “OK. Keep your distance. No sudden movements and you'll be fine,” Liam says. The ferry turns out to be a small bamboo raft tethered to the bank. Liam steps on board. Big Game Adventure",2
"But she isn’t coming home. Wait, there's a flutter in the sky! Took up. ‘Is that you, Goldie?’ But it’s only a crow. I'm giving up hope. But T wait until it’s nearly dark. Then I lock the other pigeons in the loft and padlock the I’ve got to see Grandad tonight at the hospital. What am I going to tell him? 10 Waiting for Goldie",2
"What do we mean by extreme? Why go climbing when you can go ice climbing? Why go running when, you can go free running? Some people love the feeling they get from doing dangerous sports. Dangerous sports are often called ‘extreme’ ports, They require a lot of skill in order to do them safely Adrenaline Rush",2
"The children saw a small cave. They ran to see it “I wonder if it has treasure in it,” called Wilf. “Maybe it’s a secret tunnel,” said Nadim. “Maybe it leads to a secret computer base.” But when they got to the cave, they found something else. In the cave were some drums.green island pg32/401_right.png",2
"‘The angry goblin disappeared. Tom stayed in the castle with Lily and the Prince, and for all I know, they are living there stillRumpelstiltskin pg32/467_right.png",2
"Lily tried Slurp and Squelch, and Mutton and Tintin. But each time the goblin said the same thing. “No, that is not my name.”Rumpelstiltskin pg32/466_left.png",2
"“Then why was he in Blossom Street all day? I came to tell you,’ said Kelly's mum. “Blossom Street? How could he be? It must be a dog that looks like him,’ said Harry. ‘Oh no, it was Snap all right. Ask the children.’The Boss Dog of Blossom Street pg32/494_right.png",2
"But my brother just groans, ‘You do talk a load of rubbish!’ Then he turns over and goes back to sleep. Those trainers are getting me really mad. They're wrecking my things. Today I found my crayons mashed into the carpet. ‘You shouldn’t have left them on the floor,’ said my brother. But I bet those trainers did it. Clump, clump, clump. You can’t get away from them. You can hear them all over the house. 13Dangerous Trainers, pg32/8_right.png",2
"Then he picked up a tin plate in each hand and set off running down the hill. “Clickety, rickety, rackety, clackety!” went the cups round his waist as he gathered speed. Brer Fox and Brer Wolf looked around and saw the strangest looking creature racing towards them. They had never seen anything like it before, It had huge shiny hands and a great long beak. Close bookBrer rabbits trickbag pg64/2156_right.png",2
"Just then, a dreadful roar echoed across the valley. “Oh, no!” wailed Steggs. “It's Tyro!” ‘Tyro was a terrible tyrannosaur. She ‘was always gobbling up other dinosaurs. “Quick!” shrieked Tricky. “We'd better hide ~ or she will eat us.”cosmo the captain pg32/216_right.png",2
"“I'm certainly going to try!” Tiger sprinted off and sprawled flat on his face. “Ow!” he said, clambering to his feet. “L stood in a rabbit hole.” “Use your watches to shrink now!” Max shouted. “Get into the hole!” The four friends dashed for the rabbit burrow, activating their watches as they ran. They squeezed into the musty hole as the howling wind reached the entrance. Storm Chasers",2
"At first, the people from the flats were afraid of Hugo, but they soon got to like him. Before long, everyone was helping Hugo. They helped to paint his castle and mend his furniture. They made him new clothes and cooked him good food. “Thank you, my friends,” Hugo said. i Huge liked the children best of | Jess and the bean stalk",2
"“Team X!"" Max's watch crackled. It was Dani, barely audible over the static. “Do you read me? Are you all right?” “Right as rain!” Cat piped up gleefully. “That's an expression I never want to hear again,” Ant muttered. “Yes, we're fine,” Max replied, ""Now please teleport us out of here.” 571 Storm Chasers",2
"A buzzer sounded. Doohickey saw the air-ship bobbing up and down in the doorway. It had come back to find him. ‘I got lost,’ said Doohickey. He couldn't think of a better excuse. The ship buzzed again crossly and glided back towards the stairs. ‘Coming,’ said Doohickey. 16 Doohickey and the Robot",2
